# Geçiş modeli: prev_pos TAB next_pos TAB log_prob
# Kaynak: TrMor2018 (ai-ku, MIT) — türetilmiş sayım
<S>	Adj	-2.19451720
<S>	Adverb	-2.45403799
<S>	Conj	-2.85381461
<S>	Det	-2.31954229
<S>	Interj	-5.68303194
<S>	Noun	-0.72774215
<S>	Num	-3.77035562
<S>	Postp	-7.27566273
<S>	Pron	-2.63127184
<S>	Punc	-3.40968367
<S>	Verb	-3.73349641
<S>	unmapped	-4.87776746
Adj	</S>	-10.74201132
Adj	Adj	-2.43677449
Adj	Adverb	-3.63540518
Adj	Conj	-3.53267106
Adj	Det	-2.14767192
Adj	Interj	-9.13257341
Adj	Noun	-0.56483920
Adj	Num	-4.32038905
Adj	Postp	-5.22858257
Adj	Pron	-5.05503596
Adj	Punc	-2.52619353
Adj	Verb	-2.81540872
Adj	unmapped	-4.99900813
Adverb	Adj	-1.63616459
Adverb	Adverb	-2.67050204
Adverb	Conj	-3.34569764
Adverb	Det	-2.94064162
Adverb	Interj	-8.95027347
Adverb	Noun	-1.11022288
Adverb	Num	-4.38592528
Adverb	Postp	-5.95454119
Adverb	Pron	-3.31548386
Adverb	Punc	-2.12264423
Adverb	Verb	-1.94418229
Adverb	unmapped	-5.47417478
Conj	Adj	-1.94370993
Conj	Adverb	-2.83265004
Conj	Conj	-3.37800764
Conj	Det	-2.90108357
Conj	Interj	-8.08753784
Conj	Noun	-0.73125797
Conj	Num	-4.19232196
Conj	Postp	-6.41356141
Conj	Pron	-2.86718202
Conj	Punc	-2.60204959
Conj	Verb	-2.58900443
Conj	unmapped	-5.41338920
Det	Adj	-2.62610148
Det	Adverb	-4.54826749
Det	Conj	-4.46488588
Det	Det	-5.22702594
Det	Interj	-9.18783911
Det	Noun	-0.17710888
Det	Num	-4.99818436
Det	Postp	-4.20766302
Det	Pron	-5.10186279
Det	Punc	-5.12739610
Det	Verb	-3.58387697
Det	unmapped	-6.93654731
Interj	Adj	-3.33010146
Interj	Adverb	-3.27294305
Interj	Conj	-4.21740465
Interj	Det	-3.59836545
Interj	Interj	-3.76541953
Interj	Noun	-1.37582306
Interj	Num	-2.06897024
Interj	Postp	-4.77702044
Interj	Pron	-3.39072608
Interj	Punc	-1.06344838
Interj	Verb	-2.42564519
Interj	unmapped	-5.06470252
Noun	</S>	-10.24795327
Noun	Adj	-2.26013768
Noun	Adverb	-2.88141782
Noun	Conj	-3.07213570
Noun	Det	-3.79883786
Noun	Interj	-7.38984237
Noun	Noun	-0.84023853
Noun	Num	-4.35237049
Noun	Postp	-3.10230658
Noun	Pron	-4.09704594
Noun	Punc	-2.21489740
Noun	Verb	-1.89958456
Noun	unmapped	-5.22313334
Num	</S>	-8.98532006
Num	Adj	-2.79911144
Num	Adverb	-4.15700632
Num	Conj	-4.60329343
Num	Det	-5.89427761
Num	Interj	-8.98532006
Num	Noun	-0.48975917
Num	Num	-1.88777121
Num	Postp	-5.55133286
Num	Pron	-6.68273497
Num	Punc	-2.19185393
Num	Verb	-3.78682303
Num	unmapped	-4.99633601
Postp	Adj	-1.76738797
Postp	Adverb	-2.86600026
Postp	Conj	-3.92262737
Postp	Det	-2.78231242
Postp	Interj	-7.26813585
Postp	Noun	-0.98306929
Postp	Num	-3.89225627
Postp	Postp	-5.17319012
Postp	Pron	-3.58867562
Postp	Punc	-2.22551751
Postp	Verb	-1.90625700
Postp	unmapped	-5.22044301
Pron	Adj	-2.24144664
Pron	Adverb	-2.54401195
Pron	Conj	-2.72917287
Pron	Det	-3.28747718
Pron	Interj	-8.26650714
Pron	Noun	-1.07784267
Pron	Num	-4.69229059
Pron	Postp	-2.65337903
Pron	Pron	-3.05338462
Pron	Punc	-2.46137217
Pron	Verb	-1.86072787
Pron	unmapped	-5.45309642
Punc	</S>	-0.75856430
Punc	Adj	-2.82458128
Punc	Adverb	-3.44881158
Punc	Conj	-4.13686537
Punc	Det	-3.58246456
Punc	Interj	-6.02919863
Punc	Noun	-1.42763043
Punc	Num	-3.89576379
Punc	Postp	-4.82578778
Punc	Pron	-3.65822010
Punc	Punc	-2.72013297
Punc	Verb	-3.51750054
Punc	unmapped	-5.33605145
Verb	</S>	-7.15207307
Verb	Adj	-4.11551880
Verb	Adverb	-4.14942035
Verb	Conj	-2.73725661
Verb	Det	-4.30748673
Verb	Interj	-7.96300328
Verb	Noun	-2.44429615
Verb	Num	-5.78683211
Verb	Postp	-4.83569465
Verb	Pron	-4.19168016
Verb	Punc	-0.30826389
Verb	Verb	-3.65640761
Verb	unmapped	-4.19312004
unmapped	Adj	-2.83738336
unmapped	Adverb	-3.34638915
unmapped	Conj	-3.65242036
unmapped	Det	-3.88798643
unmapped	Interj	-7.35372233
unmapped	Noun	-1.29576804
unmapped	Num	-3.98642650
unmapped	Postp	-4.02151782
unmapped	Pron	-4.49152145
unmapped	Punc	-0.90641647
unmapped	Verb	-2.16913373
unmapped	unmapped	-3.93599565
